x_px,y_px
274.645477,163.000000
274.646025,164.000000
274.647590,165.000000
274.650056,166.000000
274.653305,167.000000
274.657220,168.000000
274.661685,169.000000
274.666583,170.000000
274.671796,171.000000
274.677209,172.000000
274.682703,173.000000
274.688161,174.000000
274.693468,175.000000
274.698506,176.000000
274.703157,177.000000
274.707306,178.000000
274.710835,179.000000
274.713627,180.000000
274.715565,181.000000
274.716532,182.000000
274.716412,183.000000
274.715087,184.000000
274.712440,185.000000
274.708355,186.000000
274.702715,187.000000
274.695402,188.000000
274.686299,189.000000
274.675290,190.000000
274.662258,191.000000
274.647086,192.000000
274.629656,193.000000
274.609853,194.000000
274.587558,195.000000
274.562655,196.000000
274.535027,197.000000
274.504557,198.000000
274.471129,199.000000
274.434624,200.000000
274.394927,201.000000
274.351920,202.000000
274.305486,203.000000
274.255509,204.000000
274.201871,205.000000
274.144455,206.000000
274.083145,207.000000
274.017824,208.000000
273.948374,209.000000
273.874679,210.000000
273.796621,211.000000
273.714085,212.000000
273.626952,213.000000
273.535106,214.000000
273.438430,215.000000
273.336807,216.000000
273.230119,217.000000
273.118251,218.000000
273.001085,219.000000
272.878505,220.000000
272.750392,221.000000
272.616631,222.000000
272.477104,223.000000
272.331694,224.000000
272.180285,225.000000
272.022760,226.000000
271.859000,227.000000
271.688891,228.000000
271.512314,229.000000
271.329153,230.000000
271.139290,231.000000
270.942609,232.000000
270.738993,233.000000
270.528325,234.000000
270.310488,235.000000
270.085365,236.000000
269.852839,237.000000
269.612793,238.000000
269.337654,239.000000
269.054146,240.000000
268.762306,241.000000
268.462173,242.000000
268.153793,243.000000
267.837257,244.000000
267.512634,245.000000
267.180023,246.000000
266.839516,247.000000
266.491249,248.000000
266.135330,249.000000
265.771904,250.000000
265.401138,251.000000
265.023170,252.000000
264.638153,253.000000
264.246246,254.000000
263.847633,255.000000
263.442520,256.000000
263.031052,257.000000
262.613419,258.000000
262.189819,259.000000
261.760429,260.000000
261.325455,261.000000
260.885094,262.000000
260.439484,263.000000
259.988846,264.000000
259.533386,265.000000
259.073242,266.000000
258.608604,267.000000
258.139687,268.000000
257.666611,269.000000
257.189560,270.000000
256.708679,271.000000
256.224159,272.000000
255.736122,273.000000
255.244751,274.000000
254.750168,275.000000
254.252525,276.000000
253.751930,277.000000
253.248528,278.000000
252.742432,279.000000
252.233772,280.000000
251.722664,281.000000
251.209229,282.000000
250.693573,283.000000
250.175789,284.000000
249.655952,285.000000
249.134216,286.000000
248.610634,287.000000
248.085320,288.000000
247.558334,289.000000
247.029785,290.000000
246.499710,291.000000
245.968201,292.000000
245.435310,293.000000
244.901131,294.000000
244.365692,295.000000
243.829079,296.000000
243.291321,297.000000
242.752464,298.000000
242.212547,299.000000
241.671608,300.000000
241.129677,301.000000
240.586792,302.000000
240.042953,303.000000
239.498199,304.000000
238.952530,305.000000
238.405960,306.000000
237.858482,307.000000
237.310089,308.000000
236.760788,309.000000
236.210564,310.000000
235.659462,311.000000
235.107414,312.000000
234.554436,313.000000
234.000511,314.000000
233.445625,315.000000
232.889786,316.000000
232.332970,317.000000
231.775208,318.000000
231.216484,319.000000
230.656815,320.000000
230.096230,321.000000
229.534752,322.000000
228.972404,323.000000
