x_px,y_px
1200.629349,0.000000
1200.629228,1.000000
1200.628863,2.000000
1200.628254,3.000000
1200.627397,4.000000
1200.626290,5.000000
1200.624933,6.000000
1200.623322,7.000000
1200.621456,8.000000
1200.619333,9.000000
1200.616950,10.000000
1200.614307,11.000000
1200.611400,12.000000
1200.608229,13.000000
1200.604790,14.000000
1200.601082,15.000000
1200.597103,16.000000
1200.592851,17.000000
1200.588324,18.000000
1200.583520,19.000000
1200.578437,20.000000
1200.573073,21.000000
1200.567426,22.000000
1200.561495,23.000000
1200.555276,24.000000
1200.548769,25.000000
1200.541970,26.000000
1200.534879,27.000000
1200.527494,28.000000
1200.519811,29.000000
1200.511830,30.000000
1200.503548,31.000000
1200.494963,32.000000
1200.486073,33.000000
1200.476877,34.000000
1200.467373,35.000000
1200.457557,36.000000
1200.447429,37.000000
1200.436987,38.000000
1200.426228,39.000000
1200.415150,40.000000
1200.403752,41.000000
1200.392032,42.000000
1200.379987,43.000000
1200.367616,44.000000
1200.354916,45.000000
1200.341885,46.000000
1200.328523,47.000000
1200.314826,48.000000
1200.300793,49.000000
1200.286421,50.000000
1200.271709,51.000000
1200.256655,52.000000
1200.241257,53.000000
1200.225512,54.000000
1200.209419,55.000000
1200.192976,56.000000
1200.176181,57.000000
1200.159032,58.000000
1200.141527,59.000000
1200.123663,60.000000
1200.105440,61.000000
1200.086854,62.000000
1200.067905,63.000000
1200.048589,64.000000
1200.028906,65.000000
1200.008852,66.000000
1199.988427,67.000000
1199.967627,68.000000
1199.946452,69.000000
1199.924899,70.000000
1199.902966,71.000000
1199.880651,72.000000
1199.857952,73.000000
1199.834868,74.000000
1199.811396,75.000000
1199.787534,76.000000
1199.763280,77.000000
1199.738633,78.000000
1199.713590,79.000000
1199.688149,80.000000
1199.662309,81.000000
1199.636067,82.000000
1199.609421,83.000000
1199.582370,84.000000
1199.554912,85.000000
1199.527044,86.000000
1199.498764,87.000000
1199.470071,88.000000
1199.440962,89.000000
1199.411436,90.000000
1199.381491,91.000000
1199.351124,92.000000
1199.320334,93.000000
1199.289118,94.000000
1199.257475,95.000000
1199.225403,96.000000
1199.192900,97.000000
1199.159963,98.000000
1199.126591,99.000000
1199.092782,100.000000
1199.058534,101.000000
1199.023844,102.000000
1198.988711,103.000000
1198.953133,104.000000
1198.917108,105.000000
1198.880634,106.000000
1198.843709,107.000000
1198.806331,108.000000
1198.768498,109.000000
1198.730208,110.000000
1198.691459,111.000000
1198.652248,112.000000
1198.612575,113.000000
1198.572437,114.000000
