x_px,y_px
226.996952,157.000000
226.996515,158.000000
226.995186,159.000000
226.992942,160.000000
226.989756,161.000000
226.985604,162.000000
226.980462,163.000000
226.974303,164.000000
226.967103,165.000000
226.958838,166.000000
226.949482,167.000000
226.939009,168.000000
226.927397,169.000000
226.914618,170.000000
226.900649,171.000000
226.885464,172.000000
226.869039,173.000000
226.851348,174.000000
226.832367,175.000000
226.812070,176.000000
226.790433,177.000000
226.767431,178.000000
226.743038,179.000000
226.717230,180.000000
226.689982,181.000000
226.661269,182.000000
226.631066,183.000000
226.599347,184.000000
226.566089,185.000000
226.531266,186.000000
226.494852,187.000000
226.456824,188.000000
226.417156,189.000000
226.375824,190.000000
226.332801,191.000000
226.288064,192.000000
226.241587,193.000000
226.193346,194.000000
226.143315,195.000000
226.091469,196.000000
226.037784,197.000000
225.982235,198.000000
225.924796,199.000000
225.865443,200.000000
225.804150,201.000000
225.740894,202.000000
225.675648,203.000000
225.608388,204.000000
225.539089,205.000000
225.467725,206.000000
225.394273,207.000000
225.318707,208.000000
225.241002,209.000000
225.161133,210.000000
225.079075,211.000000
224.994803,212.000000
224.908293,213.000000
224.819519,214.000000
224.728456,215.000000
224.635080,216.000000
224.539365,217.000000
224.441286,218.000000
224.340819,219.000000
224.237939,220.000000
224.132620,221.000000
224.024838,222.000000
223.914568,223.000000
223.801784,224.000000
223.686462,225.000000
223.556763,226.000000
223.426979,227.000000
223.297295,228.000000
223.167885,229.000000
223.038963,230.000000
222.910683,231.000000
222.783234,232.000000
222.656799,233.000000
222.531540,234.000000
222.407608,235.000000
222.285179,236.000000
222.164368,237.000000
222.045311,238.000000
221.928139,239.000000
221.812950,240.000000
221.699867,241.000000
221.588966,242.000000
221.480324,243.000000
221.373970,244.000000
221.269974,245.000000
221.168335,246.000000
221.069054,247.000000
220.972153,248.000000
220.877571,249.000000
220.785286,250.000000
220.695206,251.000000
220.607262,252.000000
220.521347,253.000000
220.437332,254.000000
220.355080,255.000000
220.274391,256.000000
220.195091,257.000000
220.116951,258.000000
220.039764,259.000000
219.963219,260.000000
219.887077,261.000000
219.811043,262.000000
219.734756,263.000000
219.657898,264.000000
219.580086,265.000000
219.500916,266.000000
219.419983,267.000000
219.336868,268.000000
219.251099,269.000000
219.162247,270.000000
219.069794,271.000000
