x_px,y_px
124.061348,63.000000
124.061410,64.000000
124.061562,65.000000
124.061754,66.000000
124.061937,67.000000
124.062060,68.000000
124.062075,69.000000
124.061931,70.000000
124.061578,71.000000
124.060966,72.000000
124.060047,73.000000
124.058769,74.000000
124.057084,75.000000
124.054941,76.000000
124.052290,77.000000
124.049082,78.000000
124.045267,79.000000
124.040796,80.000000
124.035617,81.000000
124.029682,82.000000
124.022941,83.000000
124.015344,84.000000
124.006841,85.000000
123.997382,86.000000
123.986918,87.000000
123.975399,88.000000
123.962774,89.000000
123.948995,90.000000
123.934011,91.000000
123.917772,92.000000
123.900229,93.000000
123.881332,94.000000
123.861031,95.000000
123.839277,96.000000
123.816019,97.000000
123.791207,98.000000
123.764793,99.000000
123.736726,100.000000
123.706956,101.000000
123.675433,102.000000
123.642108,103.000000
123.606931,104.000000
123.569852,105.000000
123.530821,106.000000
123.489789,107.000000
123.446706,108.000000
123.401521,109.000000
123.354185,110.000000
123.304649,111.000000
123.252862,112.000000
123.198775,113.000000
123.142338,114.000000
123.083500,115.000000
123.022213,116.000000
122.958427,117.000000
122.892091,118.000000
122.823156,119.000000
122.751572,120.000000
122.677289,121.000000
122.600257,122.000000
122.520428,123.000000
122.437750,124.000000
122.352174,125.000000
122.263650,126.000000
122.172129,127.000000
122.077560,128.000000
121.979895,129.000000
121.879082,130.000000
121.763130,131.000000
121.642738,132.000000
121.517830,133.000000
121.388321,134.000000
121.254158,135.000000
121.115295,136.000000
120.971695,137.000000
120.823334,138.000000
120.670158,139.000000
120.512207,140.000000
120.349480,141.000000
120.182014,142.000000
120.009834,143.000000
119.832954,144.000000
119.651451,145.000000
119.465385,146.000000
119.274818,147.000000
119.079834,148.000000
118.880547,149.000000
118.677032,150.000000
118.469398,151.000000
118.257751,152.000000
118.042229,153.000000
117.822884,154.000000
117.599861,155.000000
117.373291,156.000000
117.143280,157.000000
116.909988,158.000000
116.673485,159.000000
116.433868,160.000000
116.191246,161.000000
115.945770,162.000000
115.697495,163.000000
115.446503,164.000000
115.192917,165.000000
114.936798,166.000000
114.678192,167.000000
114.417168,168.000000
114.153778,169.000000
113.888069,170.000000
113.620110,171.000000
113.349884,172.000000
113.077393,173.000000
112.802681,174.000000
112.525742,175.000000
112.246544,176.000000
111.965096,177.000000
111.681358,178.000000
111.395294,179.000000
111.106880,180.000000
110.816063,181.000000
110.522789,182.000000
110.227036,183.000000
109.928696,184.000000
109.627754,185.000000
109.324097,186.000000
109.017677,187.000000
108.708450,188.000000
108.396309,189.000000
108.081177,190.000000
107.763016,191.000000
107.441742,192.000000
107.117256,193.000000
106.789482,194.000000
106.458382,195.000000
106.123878,196.000000
105.785896,197.000000
105.444374,198.000000
105.099243,199.000000
104.750435,200.000000
104.397911,201.000000
104.041588,202.000000
103.681442,203.000000
103.317421,204.000000
102.949471,205.000000
102.577553,206.000000
102.201653,207.000000
101.821739,208.000000
101.437759,209.000000
101.049721,210.000000
100.657593,211.000000
100.261391,212.000000
99.861092,213.000000
99.456688,214.000000
99.048187,215.000000
98.635651,216.000000
98.219070,217.000000
97.798523,218.000000
97.373993,219.000000
96.945564,220.000000
96.513283,221.000000
96.077240,222.000000
95.637505,223.000000
95.194160,224.000000
94.747330,225.000000
94.297112,226.000000
93.843632,227.000000
93.387054,228.000000
92.927513,229.000000
92.465164,230.000000
92.000210,231.000000
91.532833,232.000000
91.063240,233.000000
90.591648,234.000000
90.118279,235.000000
89.643394,236.000000
89.167240,237.000000
88.690086,238.000000
88.212219,239.000000
87.733929,240.000000
87.255527,241.000000
86.777325,242.000000
86.299641,243.000000
85.822800,244.000000
85.347145,245.000000
84.873020,246.000000
