x_px,y_px
201.693871,244.000000
201.693843,245.000000
201.693729,246.000000
201.693482,247.000000
201.693054,248.000000
201.692398,249.000000
201.691467,250.000000
201.690214,251.000000
201.688592,252.000000
201.686553,253.000000
201.684050,254.000000
201.681036,255.000000
201.677465,256.000000
201.673288,257.000000
201.668459,258.000000
201.662931,259.000000
201.656655,260.000000
201.649586,261.000000
201.641676,262.000000
201.632878,263.000000
201.623144,264.000000
201.612428,265.000000
201.600683,266.000000
201.587860,267.000000
201.573914,268.000000
201.558796,269.000000
201.542460,270.000000
201.524858,271.000000
201.505944,272.000000
201.485670,273.000000
201.463989,274.000000
201.440854,275.000000
201.416217,276.000000
201.390032,277.000000
201.362252,278.000000
201.332828,279.000000
201.301715,280.000000
201.268865,281.000000
201.234230,282.000000
201.197763,283.000000
201.159418,284.000000
201.119148,285.000000
201.076904,286.000000
201.032640,287.000000
200.986309,288.000000
200.937863,289.000000
200.887256,290.000000
200.834440,291.000000
200.779368,292.000000
200.721993,293.000000
200.662267,294.000000
200.600145,295.000000
200.535577,296.000000
200.468518,297.000000
200.398919,298.000000
200.326735,299.000000
200.251917,300.000000
200.174419,301.000000
200.094194,302.000000
200.011193,303.000000
199.925371,304.000000
199.836679,305.000000
199.745071,306.000000
199.639145,307.000000
199.527946,308.000000
199.411232,309.000000
199.288803,310.000000
199.160385,311.000000
199.025803,312.000000
198.884834,313.000000
198.737274,314.000000
198.582985,315.000000
198.421799,316.000000
198.253609,317.000000
198.078278,318.000000
197.895714,319.000000
197.705818,320.000000
197.508545,321.000000
197.303856,322.000000
197.091743,323.000000
196.872192,324.000000
196.645241,325.000000
196.410938,326.000000
196.169353,327.000000
195.920544,328.000000
195.664639,329.000000
195.401737,330.000000
195.132004,331.000000
194.855576,332.000000
194.572613,333.000000
194.283318,334.000000
193.987869,335.000000
193.686489,336.000000
193.379387,337.000000
193.066799,338.000000
192.748943,339.000000
192.426083,340.000000
192.098461,341.000000
191.766338,342.000000
191.429985,343.000000
191.089645,344.000000
190.745594,345.000000
190.398098,346.000000
190.047436,347.000000
189.693874,348.000000
189.337677,349.000000
188.979126,350.000000
188.618488,351.000000
188.256031,352.000000
187.892033,353.000000
187.526745,354.000000
187.160435,355.000000
186.793358,356.000000
186.425793,357.000000
186.057972,358.000000
185.690166,359.000000
185.322628,360.000000
184.955589,361.000000
184.589306,362.000000
184.224026,363.000000
183.859974,364.000000
183.497383,365.000000
183.136486,366.000000
182.777493,367.000000
182.420643,368.000000
182.066147,369.000000
181.714211,370.000000
181.365021,371.000000
181.018776,372.000000
180.675659,373.000000
180.335857,374.000000
179.999523,375.000000
179.666813,376.000000
179.337891,377.000000
179.012890,378.000000
178.691936,379.000000
178.375145,380.000000
178.062630,381.000000
177.754482,382.000000
177.450779,383.000000
177.151592,384.000000
176.856976,385.000000
176.566975,386.000000
176.281631,387.000000
176.000969,388.000000
175.724987,389.000000
175.453701,390.000000
175.187092,391.000000
174.925152,392.000000
174.667847,393.000000
174.415131,394.000000
174.166969,395.000000
173.923332,396.000000
173.684135,397.000000
173.449337,398.000000
173.218872,399.000000
172.992672,400.000000
172.770687,401.000000
172.552837,402.000000
172.339066,403.000000
172.129314,404.000000
171.923515,405.000000
171.721619,406.000000
171.523582,407.000000
171.329365,408.000000
171.138931,409.000000
170.952244,410.000000
170.769287,411.000000
170.590046,412.000000
170.414539,413.000000
170.242771,414.000000
170.074753,415.000000
169.910522,416.000000
169.750111,417.000000
169.593571,418.000000
169.440968,419.000000
169.292374,420.000000
169.147861,421.000000
169.007530,422.000000
168.871471,423.000000
168.739796,424.000000
168.612614,425.000000
168.490055,426.000000
168.372234,427.000000
168.259300,428.000000
168.151382,429.000000
168.048630,430.000000
167.951183,431.000000
167.859203,432.000000
167.772827,433.000000
167.692204,434.000000
167.617493,435.000000
167.548836,436.000000
167.486397,437.000000
167.430309,438.000000
167.380730,439.000000
167.337791,440.000000
167.301640,441.000000
167.272400,442.000000
167.250210,443.000000
167.235188,444.000000
167.227440,445.000000
167.227089,446.000000
167.234238,447.000000
167.248993,448.000000
167.271446,449.000000
167.301666,450.000000
167.339756,451.000000
167.385773,452.000000
167.439796,453.000000
167.501877,454.000000
167.572067,455.000000
167.650425,456.000000
167.736965,457.000000
167.831745,458.000000
167.934784,459.000000
168.046093,460.000000
168.165703,461.000000
168.293613,462.000000
168.429825,463.000000
168.574337,464.000000
168.727131,465.000000
168.888203,466.000000
169.057533,467.000000
169.235092,468.000000
169.420837,469.000000
169.614735,470.000000
169.816746,471.000000
170.026814,472.000000
170.244888,473.000000
170.470898,474.000000
170.704788,475.000000
170.946465,476.000000
171.195858,477.000000
171.452885,478.000000
171.717461,479.000000
171.989460,480.000000
172.268795,481.000000
172.555351,482.000000
172.849022,483.000000
173.149677,484.000000
173.457199,485.000000
173.771446,486.000000
174.092300,487.000000
174.419594,488.000000
174.753201,489.000000
175.092972,490.000000
175.438751,491.000000
175.790375,492.000000
176.147694,493.000000
176.510548,494.000000
176.878784,495.000000
177.252216,496.000000
177.630707,497.000000
178.014084,498.000000
178.402199,499.000000
178.794880,500.000000
179.191956,501.000000
179.593292,502.000000
179.998726,503.000000
180.408123,504.000000
180.821342,505.000000
181.238247,506.000000
181.658688,507.000000
182.082539,508.000000
182.509686,509.000000
182.940014,510.000000
183.373398,511.000000
183.809753,512.000000
184.248978,513.000000
184.690975,514.000000
185.135670,515.000000
185.582981,516.000000
186.032833,517.000000
186.485165,518.000000
186.939919,519.000000
187.397034,520.000000
187.856453,521.000000
188.318142,522.000000
188.782055,523.000000
189.248146,524.000000
189.716385,525.000000
190.186729,526.000000
190.659153,527.000000
191.133610,528.000000
191.610077,529.000000
192.088516,530.000000
192.568897,531.000000
193.051174,532.000000
193.535313,533.000000
194.021275,534.000000
194.509003,535.000000
194.998455,536.000000
195.489582,537.000000
195.982315,538.000000
196.476597,539.000000
196.972351,540.000000
197.469505,541.000000
197.967987,542.000000
198.467697,543.000000
198.968552,544.000000
199.470451,545.000000
199.973282,546.000000
200.476929,547.000000
200.981300,548.000000
201.486267,549.000000
201.991684,550.000000
202.497429,551.000000
203.003372,552.000000
203.509377,553.000000
204.015282,554.000000
204.520943,555.000000
205.026230,556.000000
205.530960,557.000000
206.035004,558.000000
206.538193,559.000000
207.040337,560.000000
207.541306,561.000000
208.040947,562.000000
