x_px,y_px
243.957008,66.000000
243.956684,67.000000
243.955704,68.000000
243.954053,69.000000
243.951720,70.000000
243.948691,71.000000
243.944952,72.000000
243.940492,73.000000
243.935297,74.000000
243.929353,75.000000
243.922649,76.000000
243.915169,77.000000
243.906903,78.000000
243.897836,79.000000
243.887956,80.000000
243.877248,81.000000
243.865702,82.000000
243.853302,83.000000
243.840037,84.000000
243.825893,85.000000
243.810857,86.000000
243.794916,87.000000
243.778057,88.000000
243.760266,89.000000
243.741532,90.000000
243.721840,91.000000
243.701178,92.000000
243.679533,93.000000
243.656891,94.000000
243.633239,95.000000
243.608565,96.000000
243.582855,97.000000
243.556097,98.000000
243.528276,99.000000
243.499381,100.000000
243.469398,101.000000
243.438313,102.000000
243.406115,103.000000
243.372790,104.000000
243.338324,105.000000
243.302705,106.000000
243.265919,107.000000
243.227954,108.000000
243.188797,109.000000
243.148434,110.000000
243.106852,111.000000
243.064039,112.000000
243.019981,113.000000
242.974665,114.000000
242.928078,115.000000
242.880207,116.000000
242.831040,117.000000
242.780562,118.000000
242.728760,119.000000
242.675623,120.000000
242.621136,121.000000
242.565287,122.000000
242.508062,123.000000
242.449449,124.000000
242.389434,125.000000
242.328005,126.000000
242.265148,127.000000
242.200850,128.000000
242.135098,129.000000
242.067879,130.000000
241.999181,131.000000
241.928989,132.000000
241.857291,133.000000
241.784073,134.000000
241.709324,135.000000
241.633029,136.000000
241.555176,137.000000
241.475751,138.000000
241.394742,139.000000
241.312135,140.000000
241.227917,141.000000
241.142076,142.000000
241.054597,143.000000
240.965469,144.000000
240.865028,145.000000
240.763664,146.000000
240.661407,147.000000
240.558273,148.000000
240.454300,149.000000
240.349548,150.000000
240.244049,151.000000
240.137817,152.000000
240.030899,153.000000
239.923325,154.000000
239.815132,155.000000
239.706352,156.000000
239.597008,157.000000
239.487137,158.000000
239.376747,159.000000
239.265892,160.000000
239.154579,161.000000
239.042816,162.000000
238.930626,163.000000
238.818024,164.000000
238.705002,165.000000
238.591591,166.000000
238.477768,167.000000
238.363541,168.000000
238.248878,169.000000
238.133797,170.000000
238.018257,171.000000
237.902267,172.000000
237.785789,173.000000
237.668762,174.000000
237.551178,175.000000
237.432999,176.000000
237.314156,177.000000
237.194618,178.000000
237.074341,179.000000
236.953262,180.000000
236.831299,181.000000
236.708412,182.000000
236.584534,183.000000
236.459579,184.000000
236.333496,185.000000
236.206192,186.000000
