x_px,y_px
84.344662,23.000000
84.345252,24.000000
84.347001,25.000000
84.349871,26.000000
84.353827,27.000000
84.358833,28.000000
84.364854,29.000000
84.371852,30.000000
84.379794,31.000000
84.388642,32.000000
84.398362,33.000000
84.408916,34.000000
84.420270,35.000000
84.432388,36.000000
84.445233,37.000000
84.458770,38.000000
84.472963,39.000000
84.487777,40.000000
84.503175,41.000000
84.519121,42.000000
84.535580,43.000000
84.552516,44.000000
84.569893,45.000000
84.587676,46.000000
84.605828,47.000000
84.624314,48.000000
84.643097,49.000000
84.662143,50.000000
84.681414,51.000000
84.700877,52.000000
84.720493,53.000000
84.740228,54.000000
84.760047,55.000000
84.779912,56.000000
84.799788,57.000000
84.819640,58.000000
84.839432,59.000000
84.859127,60.000000
84.878691,61.000000
84.898086,62.000000
84.917278,63.000000
84.936230,64.000000
84.954907,65.000000
84.973272,66.000000
84.991291,67.000000
85.008927,68.000000
85.026144,69.000000
85.042907,70.000000
85.059179,71.000000
85.074926,72.000000
85.090110,73.000000
85.104697,74.000000
85.118650,75.000000
85.131934,76.000000
85.144512,77.000000
85.156350,78.000000
85.167410,79.000000
85.177658,80.000000
85.187058,81.000000
85.195573,82.000000
85.203167,83.000000
85.209806,84.000000
85.215453,85.000000
85.220073,86.000000
85.223629,87.000000
85.226086,88.000000
85.225731,89.000000
85.220119,90.000000
85.208977,91.000000
85.192024,92.000000
85.168968,93.000000
85.139572,94.000000
85.103577,95.000000
85.060791,96.000000
85.011021,97.000000
84.954071,98.000000
84.889793,99.000000
84.818069,100.000000
84.738785,101.000000
84.651871,102.000000
84.557259,103.000000
84.454914,104.000000
84.344826,105.000000
84.226990,106.000000
84.101460,107.000000
83.968262,108.000000
83.827503,109.000000
83.679272,110.000000
83.523674,111.000000
83.360851,112.000000
83.190948,113.000000
83.014130,114.000000
82.830585,115.000000
82.640503,116.000000
82.444088,117.000000
82.241554,118.000000
82.033142,119.000000
81.819096,120.000000
81.599644,121.000000
81.375042,122.000000
81.145554,123.000000
80.911434,124.000000
80.672962,125.000000
80.430389,126.000000
80.184010,127.000000
79.934086,128.000000
79.680904,129.000000
79.424732,130.000000
79.165855,131.000000
78.904541,132.000000
78.641079,133.000000
78.375740,134.000000
78.108807,135.000000
77.840557,136.000000
77.571255,137.000000
77.301170,138.000000
77.030590,139.000000
76.759781,140.000000
76.489006,141.000000
76.218498,142.000000
75.948559,143.000000
75.679424,144.000000
75.411346,145.000000
75.144562,146.000000
74.879326,147.000000
74.615860,148.000000
74.354397,149.000000
74.095150,150.000000
73.838333,151.000000
73.584145,152.000000
73.332794,153.000000
73.084446,154.000000
72.839275,155.000000
72.597446,156.000000
72.359100,157.000000
72.124359,158.000000
71.893364,159.000000
71.666214,160.000000
71.443008,161.000000
71.223820,162.000000
71.008705,163.000000
70.797722,164.000000
70.590912,165.000000
70.388290,166.000000
70.189857,167.000000
69.995617,168.000000
69.805553,169.000000
69.619625,170.000000
69.437794,171.000000
69.259998,172.000000
69.086189,173.000000
68.916290,174.000000
68.750217,175.000000
68.587894,176.000000
68.429211,177.000000
68.274078,178.000000
68.122410,179.000000
67.974106,180.000000
67.829056,181.000000
67.687176,182.000000
67.548367,183.000000
67.412533,184.000000
67.279583,185.000000
67.149456,186.000000
67.022064,187.000000
66.897346,188.000000
66.775246,189.000000
66.655720,190.000000
66.538734,191.000000
66.424267,192.000000
66.312309,193.000000
66.202847,194.000000
66.095901,195.000000
65.991493,196.000000
65.889675,197.000000
65.790478,198.000000
65.693966,199.000000
65.600220,200.000000
65.509312,201.000000
65.421333,202.000000
65.336395,203.000000
65.254604,204.000000
65.176079,205.000000
65.100952,206.000000
65.029362,207.000000
64.961435,208.000000
64.897326,209.000000
64.837179,210.000000
64.781149,211.000000
64.729383,212.000000
64.682045,213.000000
64.639282,214.000000
64.601254,215.000000
64.568106,216.000000
64.539993,217.000000
64.517056,218.000000
64.499445,219.000000
64.487291,220.000000
64.480730,221.000000
64.479889,222.000000
64.484886,223.000000
64.495838,224.000000
64.512846,225.000000
64.536013,226.000000
64.565432,227.000000
64.601185,228.000000
64.643347,229.000000
64.691980,230.000000
64.747147,231.000000
64.808895,232.000000
64.877258,233.000000
64.952282,234.000000
65.033989,235.000000
65.122387,236.000000
65.217487,237.000000
65.319283,238.000000
65.427769,239.000000
65.542923,240.000000
65.664707,241.000000
65.793110,242.000000
65.928074,243.000000
66.069538,244.000000
66.217442,245.000000
66.371731,246.000000
66.532307,247.000000
66.699089,248.000000
66.871971,249.000000
67.050854,250.000000
67.235630,251.000000
67.426167,252.000000
67.622330,253.000000
67.823978,254.000000
68.030956,255.000000
